ID,UPC,c__baseSku,brand,c__configurableProduct,c__fuelType,c__ignitionType,c__isDiscontinued,c__isSharedVariationProduct,c__isStepVariationProduct,manufacturerSKU,name__default,c__parentSku,c__productCategory,c__productTypeNonoperative,c__series,c__seriesNumber,c__sku,c__skuLP,c__skuNG,c__style,c__unitSku,c__ventType,variants,variationGroups,productSets
31052,,,Empire,,,,,TRUE,TRUE,31052,Empire Millivolt Ignition with Natural to Propane Gas Conversion Kit | 31052 |,"DVP20CC30BN, DVP20CC30FN, DVP20CC30MN, DVP20CC70BN, DVP20CC70FN, DVP20CC70MN, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,31052,,,,,,,,
31053,,,Empire,,,,,TRUE,TRUE,31053,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 31053 |,"DVP20CC30BN, DVP20CC30FN, DVP20CC30MN, DVP20CC70BN, DVP20CC70FN, DVP20CC70MN, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,31053,,,,,,,,
31054,,,Empire,,,,,TRUE,TRUE,31054,Empire Electronic Ignition with Natural to Propane Gas Conversion Kit | 31054 |,"DVP20CC30BN, DVP20CC30FN, DVP20CC30MN, DVP20CC70BN, DVP20CC70FN, DVP20CC70MN, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,31054,,,,,,,,
31057,,,Empire,,,,,TRUE,TRUE,31057,Empire Millivolt Ignition with Propane to Natural Gas Conversion Kit | 31057 |,"DVP30CC30BN, DVP30CC30FN, DVP30CC30MN, DVP30CC70BN, DVP30CC70FN, DVP30CC70MN, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,31057,,,,,,,,
31058,,,Empire,,,,,TRUE,TRUE,31058,Empire Millivolt Ignition with Natural to Propane Gas Conversion Kit | 31058 |,"DVP30CC30BN, DVP30CC30FN, DVP30CC30MN, DVP30CC70BN, DVP30CC70FN, DVP30CC70MN, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,31058,,,,,,,,
31059,,,Empire,,,,,TRUE,TRUE,31059,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 31059 |,"DVP30CC30BN, DVP30CC30FN, DVP30CC30MN, DVP30CC70BN, DVP30CC70FN, DVP30CC70MN, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,31059,,,,,,,,
31060,,,Empire,,,,,TRUE,TRUE,31060,Empire Electronic Ignition with Natural to Propane Gas Conversion Kit | 31060 |,"DVP30CC30BN, DVP30CC30FN, DVP30CC30MN, DVP30CC70BN, DVP30CC70FN, DVP30CC70MN, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,31060,,,,,,,,
31759,,,Empire,,,,,TRUE,TRUE,31759,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 31759 |,"DVCD36FP30N, DVCD36FP31N, DVCD36FP70N, DVCD36FP71N, DVD36FP30N, DVD36FP31N, DVD36FP33N, DVD36FP70N, DVD36FP71N, OP42FB2MF, OP42FP32MN, OP42FP72MN",Conversion Kits,Variation Product,,,31759,,,,,,,,
31760,,,Empire,,,,,TRUE,TRUE,31760,Empire Electronic Ignition with Natural to Propane Gas Conversion Kit | 31760 |,"DVCD42FP30N, DVCD42FP31N, DVCD42FP70N, DVCD42FP71N, DVD42FP30N, DVD42FP31N, DVD42FP70N, DVD42FP71N, OP42FB2MF, OP42FP32MN, OP42FP72MN",Conversion Kits,Variation Product,,,31760,,,,,,,,
31761,,,Empire,,,,,TRUE,TRUE,31761,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 31761 |,"DVCD42FP30N, DVCD42FP31N, DVCD42FP70N, DVCD42FP71N, DVD42FP30N, DVD42FP31N, DVD42FP70N, DVD42FP71N, OP42FB2MF, OP42FP32MN, OP42FP72MN",Conversion Kits,Variation Product,,,31761,,,,,,,,
31762,,,Empire,,,,,TRUE,TRUE,31762,Empire Electronic Ignition with Natural to Propane Conversion Kit | 31762 |,"DVD48FP30N, DVD48FP31N, DVD48FP70N, DVD48FP71N, DVP36FP30N, DVP36FP31N, DVP36FP70N, DVP36FP71N, DVP36FP91N, DVP36PP32EN, DVP36SP32EN",Conversion Kits,Variation Product,,,31762,,,,,,,,
31763,,,Empire,,,,,TRUE,TRUE,31763,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 31763 |,"DVD48FP30N, DVD48FP31N, DVD48FP70N, DVD48FP71N, DVP36FP30N, DVP36FP31N, DVP36FP70N, DVP36FP71N, DVP36FP91N, DVP36PP32EN, DVP36SP32EN",Conversion Kits,Variation Product,,,31763,,,,,,,,
31768,,,Empire,,,,,TRUE,TRUE,31768,Empire Millivolt Ignition with Natural to Propane Gas Conversion Kit | 31768 |,"DVCC32BP32N, DVCC32BP72N, DVCP32BP30N, DVCP32BP70N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,31768,,,,,,,,
31769,,,Empire,,,,,TRUE,TRUE,31769,Empire Millivolt Ignition with Propane to Natural Gas Conversion Kit | 31769 |,"DVCC32BP32N, DVCC32BP72N, DVCP32BP30N, DVCP32BP70N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,31769,,,,,,,,
31770,,,Empire,,,,,TRUE,TRUE,31770,Empire Millivolt Ignition with Natural to Propane Gas Conversion Kit | 31770 |,"DVCC36BP32N, DVCC36BP72N, DVCP36BP30N, DVCP36BP70N, DVCP36PP30N, DVCP36PP70N, DVCP36SP30N, DVCP36SP70N, OLL48FP12SN, OLL48SP12SN",Conversion Kits,Variation Product,,,31770,,,,,,,,
31771,,,Empire,,,,,TRUE,TRUE,31771,Empire Millivolt Ignition with Propane to Natural Gas Conversion Kit | 31771 |,"DVCC36BP32N, DVCC36BP72N, DVCP36BP30N, DVCP36BP70N, DVCP36PP30N, DVCP36PP70N, DVCP36SP30N, DVCP36SP70N, OLL48FP12SN, OLL48SP12SN",Conversion Kits,Variation Product,,,31771,,,,,,,,
31772,,,Empire,,,,,TRUE,TRUE,31772,Empire Millivolt Ignition with Natural to Propane Gas Conversion Kit | 31772 |,"DVCC42BP32N, DVCC42BP72N, DVCP42BP30N, DVCP42BP70N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,31772,,,,,,,,
31773,,,Empire,,,,,TRUE,TRUE,31773,Empire Millivolt Ignition with Propane to Natural Gas Conversion Kit | 31773 |,"DVCC42BP32N, DVCC42BP72N, DVCP42BP30N, DVCP42BP70N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,31773,,,,,,,,
31992,,,Empire,,,,,TRUE,TRUE,31992,Empire Electronic Ignition with Natural to Propane Gas Conversion Kit | 31992 |,"OLL60FP12SN, OLL60SP12SN, OP36FB2MF, OP36FP32MN, OP36FP72MN",Conversion Kits,Variation Product,,,31992,,,,,,,,
31993,,,Empire,,,,,TRUE,TRUE,31993,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 31993 |,"OLL60FP12SN, OLL60SP12SN, OP36FB2MF, OP36FP32MN, OP36FP72MN",Conversion Kits,Variation Product,,,31993,,,,,,,,
31994,,,Empire,,,,,TRUE,TRUE,31994,Empire Electronic Ignition with Natural to Propane Gas Conversion Kit | 31994 |,"OLL60FP12SN, OLL60SP12SN, OP42FB2MF, OP42FP32MN, OP42FP72MN",Conversion Kits,Variation Product,,,31994,,,,,,,,
31995,,,Empire,,,,,TRUE,TRUE,31995,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 31995 |,"OLL60FP12SN, OLL60SP12SN, OP42FB2MF, OP42FP32MN, OP42FP72MN",Conversion Kits,Variation Product,,,31995,,,,,,,,
31996,,,Empire,,,,,TRUE,TRUE,31996,Empire Millivolt Ignition with Natural to Propane Gas Conversion Kit | 31996 |,"OLL60FP12SN, OLL60SP12SN, OP36FB2MF, OP36FP32MN, OP36FP72MN",Conversion Kits,Variation Product,,,31996,,,,,,,,
31997,,,Empire,,,,,TRUE,TRUE,31997,Empire Millivolt Ignition with Propane to Natural Gas Conversion Kit | 31997 |,"OLL60FP12SN, OLL60SP12SN, OP36FB2MF, OP36FP32MN, OP36FP72MN",Conversion Kits,Variation Product,,,31997,,,,,,,,
31998,,,Empire,,,,,TRUE,TRUE,31998,Empire Millivolt Ignition with Natural to Propane Gas Conversion Kit | 31998 |,"OLL60FP12SN, OLL60SP12SN, OP42FB2MF, OP42FP32MN, OP42FP72MN",Conversion Kits,Variation Product,,,31998,,,,,,,,
31999,,,Empire,,,,,TRUE,TRUE,31999,Empire Millivolt Ignition with Propane to Natural Gas Conversion Kit | 31999 |,"OLL60FP12SN, OLL60SP12SN, OP42FB2MF, OP42FP32MN, OP42FP72MN",Conversion Kits,Variation Product,,,31999,,,,,,,,
32018,,,Empire,,,,,TRUE,TRUE,32018,Empire Electronic Ignition with Propane Gas to Natural Conversion Kit | 32018 |,"DVX36FP31LN, DVX36FP71LN, DVX36FP91LN",Conversion Kits,Variation Product,,,32018,,,,,,,,
32019,,,Empire,,,,,TRUE,TRUE,32019,Empire Electronic Ignition with Propane Gas to Natural Conversion Kit | 32019 |,"DVX42FP31LN, DVX42FP71LN, DVX42FP91LN",Conversion Kits,Variation Product,,,32019,,,,,,,,
32022,,,Empire,,,,,TRUE,TRUE,32022,Empire Electronic Ignition with Natural Gas to Propane Conversion Kit | 32022 |,"DVP48FP30N, DVP48FP31N, DVP48FP70N, DVP48FP71N, DVP48FP91N, DVX36FP31LN, DVX36FP71LN, DVX36FP91LN",Conversion Kits,Variation Product,,,32022,,,,,,,,
32023,,,Empire,,,,,TRUE,TRUE,32023,Empire Electronic Ignition with Natural Gas to Propane Conversion Kit | 32023 |,"DVX42FP31LN, DVX42FP71LN, DVX42FP91LN",Conversion Kits,Variation Product,,,32023,,,,,,,,
32874,,,Empire,,,,,TRUE,TRUE,32874,Empire Electronic Ignition with Natural to Propane Gas Conversion Kit | 32874 |,"DVCC32BP32N, DVCC32BP72N, DVCP32BP30N, DVCP32BP70N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,32874,,,,,,,,
32875,,,Empire,,,,,TRUE,TRUE,32875,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 32875 |,"DVCC32BP32N, DVCC32BP72N, DVCP32BP30N, DVCP32BP70N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,32875,,,,,,,,
32876,,,Empire,,,,,TRUE,TRUE,32876,Empire Electronic Ignition with Natural to Propane Gas Conversion Kit | 32876 |,"DVCC36BP32N, DVCC36BP72N, DVCP36BP30N, DVCP36BP70N, DVCP36PP30N, DVCP36PP70N, DVCP36SP30N, DVCP36SP70N, OLL48FP12SN, OLL48SP12SN",Conversion Kits,Variation Product,,,32876,,,,,,,,
32877,,,Empire,,,,,TRUE,TRUE,32877,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 32877 |,"DVCC36BP32N, DVCC36BP72N, DVCP36BP30N, DVCP36BP70N, DVCP36PP30N, DVCP36PP70N, DVCP36SP30N, DVCP36SP70N, OLL48FP12SN, OLL48SP12SN",Conversion Kits,Variation Product,,,32877,,,,,,,,
32878,,,Empire,,,,,TRUE,TRUE,32878,Empire Electronic Ignition with Natural to Propane Gas Conversion Kit | 32878 |,"DVCC42BP32N, DVCC42BP72N, DVCP42BP30N, DVCP42BP70N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,32878,,,,,,,,
32879,,,Empire,,,,,TRUE,TRUE,32879,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 32879 |,"DVCC42BP32N, DVCC42BP72N, DVCP42BP30N, DVCP42BP70N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,32879,,,,,,,,
32880,,,Empire,,,,,TRUE,TRUE,32880,Empire Electronic Ignition with Natural to Propane Gas Conversion Kit | 32880 |,"DVCD32FP30N, DVCD32FP31N, DVCD32FP70N, DVCD32FP71N, DVD32FP30N, DVD32FP31N, DVD32FP33N, DVD32FP70N, DVD32FP71N, OP42FB2MF, OP42FP32MN, OP42FP72MN",Conversion Kits,Variation Product,,,32880,,,,,,,,
32881,,,Empire,,,,,TRUE,TRUE,32881,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 32881 |,"DVCD32FP30N, DVCD32FP31N, DVCD32FP70N, DVCD32FP71N, DVD32FP30N, DVD32FP31N, DVD32FP33N, DVD32FP70N, DVD32FP71N, OP42FB2MF, OP42FP32MN, OP42FP72MN",Conversion Kits,Variation Product,,,32881,,,,,,,,
32882,,,Empire,,,,,TRUE,TRUE,32882,Empire Electronic Ignition with Natural to Propane Gas Conversion Kit | 32882 |,"DVCD36FP30N, DVCD36FP31N, DVCD36FP70N, DVCD36FP71N, DVD36FP30N, DVD36FP31N, DVD36FP33N, DVD36FP70N, DVD36FP71N, OP42FB2MF, OP42FP32MN, OP42FP72MN",Conversion Kits,Variation Product,,,32882,,,,,,,,
32941,,,Empire,,,,,TRUE,TRUE,32941,Empire Electronic Ignition with Natural to Propane Gas Conversion Kit | 32941 |,"DVCX36FP30N, DVCX36FP70N, DVCX36FP91N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,32941,,,,,,,,
32942,,,Empire,,,,,TRUE,TRUE,32942,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 32942 |,"DVCX36FP30N, DVCX36FP70N, DVCX36FP91N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,32942,,,,,,,,
32943,,,Empire,,,,,TRUE,TRUE,32943,Empire Electronic Ignition with Natural to Propane Gas Conversion Kit | 32943 |,"DVCX42FP30N, DVCX42FP70N, DVCX42FP91N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,32943,,,,,,,,
32944,,,Empire,,,,,TRUE,TRUE,32944,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 32944 |,"DVCX42FP30N, DVCX42FP70N, DVCX42FP91N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,32944,,,,,,,,
33768,,,Empire,,,,,TRUE,TRUE,33768,Empire Millivolt Ignition with Natural to Propane Gas Conversion Kit | 33768 |,"DVCX36FP30N, DVCX36FP70N, DVCX36FP91N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,33768,,,,,,,,
33769,,,Empire,,,,,TRUE,TRUE,33769,Empire Millivolt Ignition with Propane to Natural Gas Conversion Kit | 33769 |,"DVCX36FP30N, DVCX36FP70N, DVCX36FP91N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,33769,,,,,,,,
33770,,,Empire,,,,,TRUE,TRUE,33770,Empire Millivolt Ignition with Natural to Propane Gas Conversion Kit | 33770 |,"DVCX42FP30N, DVCX42FP70N, DVCX42FP91N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,33770,,,,,,,,
33771,,,Empire,,,,,TRUE,TRUE,33771,Empire Millivolt Ignition with Propane to Natural Gas Conversion Kit | 33771 |,"DVCX42FP30N, DVCX42FP70N, DVCX42FP91N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,33771,,,,,,,,
33814,,,Empire,,,,,TRUE,TRUE,33814,Empire Propane to Natural Gas Conversion Kit | 33814 |,"OLL48FP12SN, OLL48SP12SN, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,33814,,,,,,,,
33815,,,Empire,,,,,TRUE,TRUE,33815,Empire Natural to Propane Gas Conversion Kit | 33815 |,"OLL48FP12SN, OLL48SP12SN, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,33815,,,,,,,,
34372,,,Empire,,,,,,TRUE,34372,Empire Electronic Ignition with Multi-Function remote with Natural to Propane Gas Conversion Kit | 34372 |,DVLL27FP92N,Conversion Kits,Variation Product,,,34372,,,,,,,,
34373,,,Empire,,,,,,TRUE,34373,Empire Electronic Ignition with Multi-Function remote with Propane to Natural Gas Conversion Kit | 34373 |,DVLL27FP92N,Conversion Kits,Variation Product,,,34373,,,,,,,,
34374,,,Empire,,,,,,TRUE,34374,Empire Electronic Ignition with Multi-Function remote with Natural to Propane Gas Conversion Kit | 34374 |,DVTL27FP90N,Conversion Kits,Variation Product,,,34374,,,,,,,,
34375,,,Empire,,,,,TRUE,TRUE,34375,Empire Electronic Ignition with Multi-Function remote with Propane to Natural Gas Conversion Kit | 34375 |,"DVP36FP30N, DVP36FP31N, DVP36FP70N, DVP36FP71N, DVP36FP91N, DVP36PP32EN, DVP36SP32EN, DVTL27FP90N",Conversion Kits,Variation Product,,,34375,,,,,,,,
35395,,,Empire,,,,,TRUE,TRUE,35395,Empire Millivolt Ignition with Propane to Natural Gas Conversion Kit | 35395 |,"DVCP36BP30N, DVCP36BP70N, DVCP36PP30N, DVCP36PP70N, DVCP36SP30N, DVCP36SP70N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,35395,,,,,,,,
35396,,,Empire,,,,,TRUE,TRUE,35396,Empire Millivolt Ignition with Natural to Propane Gas Conversion Kit | 35396 |,"DVCP36BP30N, DVCP36BP70N, DVCP36PP30N, DVCP36PP70N, DVCP36SP30N, DVCP36SP70N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,35396,,,,,,,,
35397,,,Empire,,,,,TRUE,TRUE,35397,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 35397 |,"DVCP36BP30N, DVCP36BP70N, DVCP36PP30N, DVCP36PP70N, DVCP36SP30N, DVCP36SP70N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,35397,,,,,,,,
35398,,,Empire,,,,,TRUE,TRUE,35398,Empire Electronic Ignition with Natural to Propane Gas Conversion Kit | 35398 |,"DVCP36BP30N, DVCP36BP70N, DVCP36PP30N, DVCP36PP70N, DVCP36SP30N, DVCP36SP70N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,35398,,,,,,,,
35401,,,Empire,,,,,TRUE,TRUE,35401,Empire Electronic Ignition with Multi-Function remote with Natural to Propane Gas Conversion Kit | 35401 |,"DVCX36FP30N, DVCX36FP70N, DVCX36FP91N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,35401,,,,,,,,
35402,,,Empire,,,,,TRUE,TRUE,35402,Empire Electronic Ignition with Multi-Function remote with Propane to Natural Gas Conversion Kit | 35402 |,"DVCX36FP30N, DVCX36FP70N, DVCX36FP91N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,35402,,,,,,,,
35403,,,Empire,,,,,TRUE,TRUE,35403,Empire Electronic Ignition with Multi-Function remote with Natural to Propane Gas Conversion Kit | 35403 |,"DVCX42FP30N, DVCX42FP70N, DVCX42FP91N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,35403,,,,,,,,
35404,,,Empire,,,,,TRUE,TRUE,35404,Empire Electronic Ignition with Multi-Function remote with Propane to Natural Gas Conversion Kit | 35404 |,"DVCX42FP30N, DVCX42FP70N, DVCX42FP91N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,35404,,,,,,,,
35444,,,Empire,,,,,TRUE,TRUE,35444,Empire Electronic Ignition with Multi-Function remote with Propane to Natural Gas Conversion Kit | 35444 |,"DVX36FP31LN, DVX36FP71LN, DVX36FP91LN",Conversion Kits,Variation Product,,,35444,,,,,,,,
35445,,,Empire,,,,,TRUE,TRUE,35445,Empire Electronic Ignition with Multi-Function remote with Natural to Propane Gas Conversion Kit | 35445 |,"DVP48FP30N, DVP48FP31N, DVP48FP70N, DVP48FP71N, DVP48FP91N, DVX36FP31LN, DVX36FP71LN, DVX36FP91LN",Conversion Kits,Variation Product,,,35445,,,,,,,,
35446,,,Empire,,,,,TRUE,TRUE,35446,Empire Electronic Ignition with Multi-Function remote with Propane to Natural Gas Conversion Kit | 35446 |,"DVX42FP31LN, DVX42FP71LN, DVX42FP91LN",Conversion Kits,Variation Product,,,35446,,,,,,,,
35447,,,Empire,,,,,TRUE,TRUE,35447,Empire Electronic Ignition with Multi-Function remote with Natural to Propane Gas Conversion Kit | 35447 |,"DVX42FP31LN, DVX42FP71LN, DVX42FP91LN",Conversion Kits,Variation Product,,,35447,,,,,,,,
35448,,,Empire,,,,,TRUE,TRUE,35448,Empire Electronic Ignition with Multi-Function remote with Propane to Natural Gas Conversion Kit | 35448 |,"DVP36FP30N, DVP36FP31N, DVP36FP70N, DVP36FP71N, DVP36FP91N, DVP36PP32EN, DVP36SP32EN",Conversion Kits,Variation Product,,,35448,,,,,,,,
35449,,,Empire,,,,,TRUE,TRUE,35449,Empire Electronic Ignition with Multi-Function remote with Natural to Propane Gas Conversion Kit | 35449 |,"DVP36FP30N, DVP36FP31N, DVP36FP70N, DVP36FP71N, DVP36FP91N, DVP36PP32EN, DVP36SP32EN",Conversion Kits,Variation Product,,,35449,,,,,,,,
35462,,,Empire,,,,,TRUE,TRUE,35462,Empire Electronic Ignition with Multi-Function remote with Propane to Natural Gas Conversion Kit | 35462 |,"DVP42FP30N, DVP42FP31N, DVP42FP70N, DVP42FP71N, DVP42FP91N",Conversion Kits,Variation Product,,,35462,,,,,,,,
35464,,,Empire,,,,,TRUE,TRUE,35464,Empire Electronic Ignition with Multi-Function remote with Propane to Natural Gas Conversion Kit | 35464 |,"DVP48FP30N, DVP48FP31N, DVP48FP70N, DVP48FP71N, DVP48FP91N",Conversion Kits,Variation Product,,,35464,,,,,,,,
35469,,,Empire,,,,,TRUE,TRUE,35469,Empire Electronic Ignition with Natural to Propane Gas Conversion Kit | 35469 |,"DVLL60BP90N, DVP36FP30N, DVP36FP31N, DVP36FP70N, DVP36FP71N, DVP36FP91N, DVP36PP32EN, DVP36SP32EN",Conversion Kits,Variation Product,,,35469,,,,,,,,
35470,,,Empire,,,,,TRUE,TRUE,35470,Empire Electronic Ignition with Propane to Natural Gas IP Conversion Kit | 35470 |,"DVLL60BP90N, DVP36FP30N, DVP36FP31N, DVP36FP70N, DVP36FP71N, DVP36FP91N, DVP36PP32EN, DVP36SP32EN",Conversion Kits,Variation Product,,,35470,,,,,,,,
35829,,,Empire,,,,,TRUE,TRUE,35829,Empire Natural to Propane Gas Conversion Kit | 35829 |,"OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,35829,,,,,,,,
35830,,,Empire,,,,,TRUE,TRUE,35830,Empire Propane to Natural Gas Conversion Kit | 35830 |,"OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,35830,,,,,,,,
35lkdv2bp,43593069108,,Superior,,,,,TRUE,TRUE,35LKDV2BP,Superior Black Reflective Porcelain Liner | 35LKDV2BP |,"DRT2035TMN-C, DRT2035TMP-C, DRT2035TEN-C, DRT2035TEP-C, DRT2035RMN-C, DRT2035RMP-C, DRT2035REN-C, DRT2035REP-C, DRT3035DMN-C, DRT3035DMP-C, DRT3035DEN-C, DRT3035DEP-C, DRT3535DEN-C, DRT3535DEP-C",Interior Panels,Variation Product,,,35LKDV2BP,,,,,,,,
36-12dm,43593042606,,Superior,,,,,,,36-12DM,"Superior 36"" Section Double Wall Pipe Snap Lock | 36-12DM |",,Venting Components,Product,,,36-12DM,,,,,,,,
36-12ht,43593042392,,Superior,,,,,,,36-12HT,"Superior 36"" Section Hi-Temp Double Wall Pipe Snap Lock | 36-12HT |",,Venting Components,Product,,,36-12HT,,,,,,,,
36-8dm,43593041111,,Superior,,,,,,,36-8DM,"Superior 36"" Section Double Wall Pipe Snap Lock | 36-8DM |",,Venting Components,Product,,,36-8DM,,,,,,,,
36-8ht,43593041258,,Superior,,,,,,,36-8HT,"Superior 36"" Section Hi-Temp Double Wall Pipe Snap Lock | 36-8HT |",,Venting Components,Product,,,36-8HT,,,,,,,,
36-eodc,,,Superior,,,,,,TRUE,36-EODC,Superior Stainless Steel Outdoor Weather Cover | 36-EODC |,"VRE4336ZEN, VRE4336ZEN, VRE4336ZEP, VRE4336ZEP",Weather Covers,Variation Product,,,36-EODC,,,,,,,,
3600fs-8dm-1,43593041029,,Superior,,,,,,,3600FS-8DM-1,"Superior 1"" Clearance Firestop Spacer ( 1ea.) | 3600FS-8DM-1 |",,Venting Components,Product,,,3600FS-8DM-1,,,,,,,,
3600fs8dm,,,Superior,,,,TRUE,,,3600FS8DM,Superior Wood Burning Vent Pipe Firestop Spacer IHP | 3600FS8DM |,,Venting Components,Product,,,3600FS8DM,,,,,,,,
36395,,,Empire,,,,,TRUE,TRUE,36395,Empire Millivolt Ignition with Propane to Natural Gas Conversion Kit | 36395 |,"DVC20IN31N, DVC20IN71N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,36395,,,,,,,,
36396,,,Empire,,,,,TRUE,TRUE,36396,Empire Millivolt Ignition with Natural to Propane Gas Conversion Kit | 36396 |,"DVC20IN31N, DVC20IN71N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,36396,,,,,,,,
36397,,,Empire,,,,,TRUE,TRUE,36397,Empire Millivolt Ignition with Propane to Natural Gas Conversion Kit | 36397 |,"DVC26IN31N, DVC26IN71N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,36397,,,,,,,,
36398,,,Empire,,,,,TRUE,TRUE,36398,Empire Millivolt Ignition with Natural to Propane Gas Conversion Kit | 36398 |,"DVC26IN31N, DVC26IN71N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,36398,,,,,,,,
36399,,,Empire,,,,,TRUE,TRUE,36399,Empire Millivolt Ignition with Propane to Natural Gas Conversion Kit | 36399 |,"DVC28IN31N, DVC28IN71N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,36399,,,,,,,,
36400,,,Empire,,,,,TRUE,TRUE,36400,Empire Millivot Ignition with Natural to Propane Gas Conversion Kit | 36400 |,"DVC28IN31N, DVC28IN71N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,36400,,,,,,,,
36434,,,Empire,,,,,TRUE,TRUE,36434,Empire Electronic Ignition with Multi-Function remote with Natural to Propane Gas Conversion Kit | 36434 |,"DVLL48BP92N, DVLL48SP90N, DVP36FP30N, DVP36FP31N, DVP36FP70N, DVP36FP71N, DVP36FP91N, DVP36PP32EN, DVP36SP32EN",Conversion Kits,Variation Product,,,36434,,,,,,,,
36435,,,Empire,,,,,TRUE,TRUE,36435,Empire Electronic Ignition with Multi-Function remote with Propane to Natural Gas Conversion Kit | 36435 |,"DVLL48BP92N, DVLL48SP90N, DVP36FP30N, DVP36FP31N, DVP36FP70N, DVP36FP71N, DVP36FP91N, DVP36PP32EN, DVP36SP32EN",Conversion Kits,Variation Product,,,36435,,,,,,,,
36722,,,Empire,,,,,TRUE,TRUE,36722,Empire Electronic Ignition with Propane to Natural Gas Conversion Kit | 36722 |,"DVC20IN31N, DVC20IN71N, OLL60FP12SN, OLL60SP12SN",Conversion Kits,Variation Product,,,36722,,,,,,,,
